chembl_id,drug_name,SMILES,from_protein,from_pathway,from_moa,protein_row_indices,pathway_row_indices,moa_row_indices,phase,status,gene_symbols,pathways,pathway_ids,mechanisms,disease_ids,disease_names,support_sources_count,n_genes,n_pathways,n_moas
CHEMBL865,VALDECOXIB,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,True,True,False,104,327;4445;5654;6038;6112;6186;6260;6334;6408,,4.0,,PTGS2,Biosynthesis of DHA-derived SPMs;Biosynthesis of DPAn-3 SPMs;Biosynthesis of EPA-derived SPMs;Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Nicotinamide salvaging;Synthesis of 15-eicosatetraenoic acid derivatives;Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-2142770;R-HSA-2162123;R-HSA-6783783;R-HSA-6785807;R-HSA-73614;R-HSA-9018677;R-HSA-9018679;R-HSA-9025094;R-HSA-9027604,,EFO_0000685,rheumatoid arthritis,2,1,9,0
CHEMBL877,TRANEXAMIC ACID,NC[C@H]1CC[C@H](C(=O)O)CC1,True,True,True,680,73;104;131;454,717,4.0,,PLG,Activation of Matrix Metalloproteinases;Degradation of the extracellular matrix;Platelet degranulation;Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),R-HSA-114608;R-HSA-1474228;R-HSA-1592389;R-HSA-381426,Plasminogen inhibitor,HP_0000132,Menorrhagia,3,1,4,1
CHEMBL895,NALBUPHINE,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,True,True,False,273,243;1277;7190,,4.0,Unknown status,OPRM1,G alpha (i) signalling events;Interleukin-4 and Interleukin-13 signaling;Peptide ligand-binding receptors,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,EFO_0003843,pain,2,1,3,0
CHEMBL896,HYDROXYZINE,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,True,True,False,976,6606,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,EFO_0005230,anxiety,2,1,1,0
CHEMBL898,DIFLUNISAL,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,True,True,True,116;900,339;4457;5540;5600;5666;6050;6124;6198;6272;6346;6420,126,4.0,,PTGS1;PTGS2,Biosynthesis of DHA-derived SPMs;Biosynthesis of DPAn-3 SPMs;Biosynthesis of EPA-derived SPMs;Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives;COX reactions;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Nicotinamide salvaging;Synthesis of 15-eicosatetraenoic acid derivatives;Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-140180;R-HSA-2142770;R-HSA-2162123;R-HSA-6783783;R-HSA-6785807;R-HSA-73614;R-HSA-9018677;R-HSA-9018679;R-HSA-9025094;R-HSA-9027604,Cyclooxygenase inhibitor,EFO_0000685,rheumatoid arthritis,3,2,10,1
CHEMBL90,HISTAMINE,NCCc1c[nH]cn1,True,True,False,1022,6652,,3.0,Unknown status,HRH1,G alpha (q) signalling events,R-HSA-416476,,EFO_0000389,cutaneous melanoma,2,1,1,0
CHEMBL900,ORPHENADRINE,Cc1ccccc1C(OCCN(C)C)c1ccccc1,True,True,False,721;1033;1620;1965;2192;2612;2657;2682,3627;6663;6811;6838;6865;6898;7056;7083;7110;7137,,3.0,Unknown status,GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B;HRH1,"Assembly and cell surface presentation of NMDA receptors;EPHB-mediated forward signaling;G alpha (q) signalling events;Long-term potentiation;Negative regulation of NMDA receptor-mediated neuronal transmission;Neurexins and neuroligins;RAF/MAP kinase cascade;Ras activation upon Ca2+ influx through NMDA receptor;Synaptic adhesion-like molecules;Unblocking of NMDA receptors, glutamate binding and activation",R-HSA-3928662;R-HSA-416476;R-HSA-438066;R-HSA-442982;R-HSA-5673001;R-HSA-6794361;R-HSA-8849932;R-HSA-9609736;R-HSA-9617324;R-HSA-9620244,,HP_0003419,Low back pain,2,8,10,0
CHEMBL902,FAMOTIDINE,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,True,True,True,746,5815,718,4.0,,HRH2,G alpha (s) signalling events,R-HSA-418555,Histamine H2 receptor antagonist,EFO_0000685,rheumatoid arthritis,3,1,1,1
CHEMBL90555,VINCRISTINE,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,True,True,False,814;1549;1985;2227;2325;2395;2697;2765;2826,1527;1591;1655;1719;1783;1847;1911;2076;2140;2204;2268;2332;2396;2460;2524;2588;2652;2716;2780;2844;2908;2972;3042;3106;3170;3234;3298;3362;3426;3490;3554;3645;3709;3773;3837;3901;3965;4032,,4.0,,TUBB;TUBB1;TUBB2A;TUBB2B;TUBB3;TUBB4A;TUBB4B;TUBB6;TUBB8,AURKA Activation by TPX2;Activation of AMPK downstream of NMDARs;Aggrephagy;Anchoring of the basal body to the plasma membrane;Assembly and cell surface presentation of NMDA receptors;COPI-dependent Golgi-to-ER retrograde traffic;COPI-independent Golgi-to-ER retrograde traffic;COPI-mediated anterograde transport;Carboxyterminal post-translational modifications of tubulin;Cilium Assembly;EML4 and NUDC in mitotic spindle formation;Formation of tubulin folding intermediates by CCT/TriC;Gap junction assembly;HCMV Early Events;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Hedgehog 'off' state;Intraflagellar transport;Kinesins;Loss of Nlp from mitotic centrosomes;Loss of proteins required for interphase microtubule organization from the centrosome;MHC class II antigen presentation;Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane;Mitotic Prometaphase;Neutrophil degranulation;PKR-mediated signaling;Post-chaperonin tubulin folding pathway;Prefoldin mediated transfer of substrate to CCT/TriC;RHO GTPases Activate Formins;RHO GTPases activate IQGAPs;Recruitment of NuMA to mitotic centrosomes;Recruitment of mitotic centrosome proteins and complexes;Recycling pathway of L1;Regulation of PLK1 Activity at G2/M Transition;Resolution of Sister Chromatid Cohesion;Sealing of the nuclear envelope (NE) by ESCRT-III;Separation of Sister Chromatids;The role of GTSE1 in G2/M progression after G2 checkpoint;Translocation of SLC2A4 (GLUT4) to the plasma membrane,R-HSA-1445148;R-HSA-190840;R-HSA-190861;R-HSA-2132295;R-HSA-2467813;R-HSA-2500257;R-HSA-2565942;R-HSA-3371497;R-HSA-380259;R-HSA-380270;R-HSA-380284;R-HSA-380320;R-HSA-389957;R-HSA-389960;R-HSA-389977;R-HSA-437239;R-HSA-5610787;R-HSA-5617833;R-HSA-5620912;R-HSA-5620924;R-HSA-5626467;R-HSA-5663220;R-HSA-6798695;R-HSA-6807878;R-HSA-6811434;R-HSA-6811436;R-HSA-68877;R-HSA-8852276;R-HSA-8854518;R-HSA-8955332;R-HSA-9609690;R-HSA-9609736;R-HSA-9619483;R-HSA-9646399;R-HSA-9648025;R-HSA-9668328;R-HSA-983189;R-HSA-9833482,,EFO_0000616,neoplasm,2,9,38,0
CHEMBL908,CHLORPROTHIXENE,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,False,False,True,,,680,,,,,,Serotonin 2a (5-HT2a) receptor antagonist,,,1,0,0,1
CHEMBL911,ZOLPIDEM,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,True,False,False,1663;1751,,,3.0,Completed,GABRB1;GABRG2,,,,EFO_0003888,attention deficit hyperactivity disorder,1,2,0,0
CHEMBL91397,RUPATADINE,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,True,True,False,1024,6654,,3.0,Recruiting,HRH1,G alpha (q) signalling events,R-HSA-416476,,EFO_0000685,rheumatoid arthritis,2,1,1,0
CHEMBL914,FEXOFENADINE,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,True,True,False,1011,6641,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,MONDO_0005271,allergic disease,2,1,1,0
CHEMBL9194,ATRASENTAN,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,True,False,False,1917,,,3.0,Terminated,EDNRA,,,,EFO_0000401,diabetic nephropathy,1,1,0,0
CHEMBL92,DOCETAXEL ANHYDROUS,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,True,True,False,823;1557;1991;2230;2335;2400;2707;2770;2834,1536;1600;1664;1728;1792;1856;1920;2085;2149;2213;2277;2341;2405;2469;2533;2597;2661;2725;2789;2853;2917;2981;3051;3115;3179;3243;3307;3371;3435;3499;3563;3654;3718;3782;3846;3910;3974;4041,,3.0,"Active, not recruiting;Completed;Not yet recruiting;Recruiting",TUBB;TUBB1;TUBB2A;TUBB2B;TUBB3;TUBB4A;TUBB4B;TUBB6;TUBB8,AURKA Activation by TPX2;Activation of AMPK downstream of NMDARs;Aggrephagy;Anchoring of the basal body to the plasma membrane;Assembly and cell surface presentation of NMDA receptors;COPI-dependent Golgi-to-ER retrograde traffic;COPI-independent Golgi-to-ER retrograde traffic;COPI-mediated anterograde transport;Carboxyterminal post-translational modifications of tubulin;Cilium Assembly;EML4 and NUDC in mitotic spindle formation;Formation of tubulin folding intermediates by CCT/TriC;Gap junction assembly;HCMV Early Events;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Hedgehog 'off' state;Intraflagellar transport;Kinesins;Loss of Nlp from mitotic centrosomes;Loss of proteins required for interphase microtubule organization from the centrosome;MHC class II antigen presentation;Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane;Mitotic Prometaphase;Neutrophil degranulation;PKR-mediated signaling;Post-chaperonin tubulin folding pathway;Prefoldin mediated transfer of substrate to CCT/TriC;RHO GTPases Activate Formins;RHO GTPases activate IQGAPs;Recruitment of NuMA to mitotic centrosomes;Recruitment of mitotic centrosome proteins and complexes;Recycling pathway of L1;Regulation of PLK1 Activity at G2/M Transition;Resolution of Sister Chromatid Cohesion;Sealing of the nuclear envelope (NE) by ESCRT-III;Separation of Sister Chromatids;The role of GTSE1 in G2/M progression after G2 checkpoint;Translocation of SLC2A4 (GLUT4) to the plasma membrane,R-HSA-1445148;R-HSA-190840;R-HSA-190861;R-HSA-2132295;R-HSA-2467813;R-HSA-2500257;R-HSA-2565942;R-HSA-3371497;R-HSA-380259;R-HSA-380270;R-HSA-380284;R-HSA-380320;R-HSA-389957;R-HSA-389960;R-HSA-389977;R-HSA-437239;R-HSA-5610787;R-HSA-5617833;R-HSA-5620912;R-HSA-5620924;R-HSA-5626467;R-HSA-5663220;R-HSA-6798695;R-HSA-6807878;R-HSA-6811434;R-HSA-6811436;R-HSA-68877;R-HSA-8852276;R-HSA-8854518;R-HSA-8955332;R-HSA-9609690;R-HSA-9609736;R-HSA-9619483;R-HSA-9646399;R-HSA-9648025;R-HSA-9668328;R-HSA-983189;R-HSA-9833482,,EFO_0000178;EFO_0000181;EFO_0000196;EFO_0000199,gastric carcinoma;head and neck squamous cell carcinoma;metastatic prostate cancer;oral squamous cell carcinoma,2,9,38,0
CHEMBL931,HALOTHANE,FC(F)(F)C(Cl)Br,False,False,True,,,282,,,,,,GABA-A receptor; anion channel positive allosteric modulator | Glycine receptor (alpha-1/beta) positive modulator | Potassium channel subfamily K member 10 opener | Potassium channel subfamily K member 18 opener | Potassium channel subfamily K member 2 opener | Potassium channel subfamily K member 3 opener | Potassium channel subfamily K member 9 opener,,,1,0,0,2
CHEMBL932,DIPYRIDAMOLE,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,True,True,True,411;871;1044;1072;2149,4323;5733;5761;5789;5828;5856;7671;7698;7711,720,4.0,Completed,PDE4A;PDE4B;PDE4C;PDE4D;PDE5A,"DARPP-32 events;G alpha (s) signalling events;RHOBTB1 GTPase cycle;Smooth Muscle Contraction;Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells;cGMP effects",R-HSA-180024;R-HSA-418457;R-HSA-418555;R-HSA-445355;R-HSA-9013422;R-HSA-9860927,"3',5'-cyclic phosphodiesterase inhibitor | Equilibrative nucleoside transporter 1 inhibitor",EFO_0000712,stroke,3,5,6,1
CHEMBL93645,ACECLOFENAC,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,True,True,False,117,340;4458;5667;6051;6125;6199;6273;6347;6421,,4.0,,PTGS2,Biosynthesis of DHA-derived SPMs;Biosynthesis of DPAn-3 SPMs;Biosynthesis of EPA-derived SPMs;Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Nicotinamide salvaging;Synthesis of 15-eicosatetraenoic acid derivatives;Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-2142770;R-HSA-2162123;R-HSA-6783783;R-HSA-6785807;R-HSA-73614;R-HSA-9018677;R-HSA-9018679;R-HSA-9025094;R-HSA-9027604,,EFO_0000685,rheumatoid arthritis,2,1,9,0
CHEMBL940,GABAPENTIN,NCC1(CC(=O)O)CCCCC1,True,False,False,2490,,,4.0,,CACNA2D1,,,,EFO_0000474,epilepsy,1,1,0,0
CHEMBL94081,ALCLOFENAC,C=CCOc1ccc(CC(=O)O)cc1Cl,True,True,False,914,5554;5614,,4.0,,PTGS1,COX reactions;Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-140180;R-HSA-2162123,,EFO_0005755,rheumatic disease,2,1,2,0
CHEMBL941,IMATINIB,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,True,True,False,1113;1156;1209;2205,561;4300;6973;7011;7507,,3.0,"Active, not recruiting;Recruiting",ABL1;BCR;KIT;PDGFRB,"RAF/MAP kinase cascade;Signaling by SCF-KIT;TFAP2 (AP-2) family regulates transcription of growth factors and their receptors;Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",R-HSA-1433557;R-HSA-5673001;R-HSA-8866910;R-HSA-9860927,,EFO_0000209;EFO_0000220,T-cell acute lymphoblastic leukemia;acute lymphoblastic leukemia,2,4,4,0
CHEMBL94454,MIZOLASTINE,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,True,True,False,1020,6650,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,MONDO_0005271,allergic disease,2,1,1,0
CHEMBL946,AZATADINE,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,True,True,False,1021,6651,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,MONDO_0005271,allergic disease,2,1,1,0
CHEMBL94657,PATUPILONE,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,True,True,False,835;1568;2003;2241;2346;2410;2717;2781;2845,1548;1612;1676;1740;1804;1868;1932;2097;2161;2225;2289;2353;2417;2481;2545;2609;2673;2737;2801;2865;2929;2993;3063;3127;3191;3255;3319;3383;3447;3511;3575;3666;3730;3794;3858;3922;3986;4053,,3.0,Completed,TUBB;TUBB1;TUBB2A;TUBB2B;TUBB3;TUBB4A;TUBB4B;TUBB6;TUBB8,AURKA Activation by TPX2;Activation of AMPK downstream of NMDARs;Aggrephagy;Anchoring of the basal body to the plasma membrane;Assembly and cell surface presentation of NMDA receptors;COPI-dependent Golgi-to-ER retrograde traffic;COPI-independent Golgi-to-ER retrograde traffic;COPI-mediated anterograde transport;Carboxyterminal post-translational modifications of tubulin;Cilium Assembly;EML4 and NUDC in mitotic spindle formation;Formation of tubulin folding intermediates by CCT/TriC;Gap junction assembly;HCMV Early Events;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Hedgehog 'off' state;Intraflagellar transport;Kinesins;Loss of Nlp from mitotic centrosomes;Loss of proteins required for interphase microtubule organization from the centrosome;MHC class II antigen presentation;Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane;Mitotic Prometaphase;Neutrophil degranulation;PKR-mediated signaling;Post-chaperonin tubulin folding pathway;Prefoldin mediated transfer of substrate to CCT/TriC;RHO GTPases Activate Formins;RHO GTPases activate IQGAPs;Recruitment of NuMA to mitotic centrosomes;Recruitment of mitotic centrosome proteins and complexes;Recycling pathway of L1;Regulation of PLK1 Activity at G2/M Transition;Resolution of Sister Chromatid Cohesion;Sealing of the nuclear envelope (NE) by ESCRT-III;Separation of Sister Chromatids;The role of GTSE1 in G2/M progression after G2 checkpoint;Translocation of SLC2A4 (GLUT4) to the plasma membrane,R-HSA-1445148;R-HSA-190840;R-HSA-190861;R-HSA-2132295;R-HSA-2467813;R-HSA-2500257;R-HSA-2565942;R-HSA-3371497;R-HSA-380259;R-HSA-380270;R-HSA-380284;R-HSA-380320;R-HSA-389957;R-HSA-389960;R-HSA-389977;R-HSA-437239;R-HSA-5610787;R-HSA-5617833;R-HSA-5620912;R-HSA-5620924;R-HSA-5626467;R-HSA-5663220;R-HSA-6798695;R-HSA-6807878;R-HSA-6811434;R-HSA-6811436;R-HSA-68877;R-HSA-8852276;R-HSA-8854518;R-HSA-8955332;R-HSA-9609690;R-HSA-9609736;R-HSA-9619483;R-HSA-9646399;R-HSA-9648025;R-HSA-9668328;R-HSA-983189;R-HSA-9833482,,EFO_1001100;MONDO_0002158,fallopian tube cancer;peritoneal neoplasm,2,9,38,0
CHEMBL954,ENCLOMIPHENE,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,True,False,False,2300,,,3.0,Unknown status,ESR1,,,,EFO_0000660,polycystic ovary syndrome,1,1,0,0
CHEMBL956,SUPROFEN,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,True,True,True,148;915,371;4489;5555;5615;5698;6082;6156;6230;6304;6378;6452,150,4.0,,PTGS1;PTGS2,Biosynthesis of DHA-derived SPMs;Biosynthesis of DPAn-3 SPMs;Biosynthesis of EPA-derived SPMs;Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives;COX reactions;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Nicotinamide salvaging;Synthesis of 15-eicosatetraenoic acid derivatives;Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-140180;R-HSA-2142770;R-HSA-2162123;R-HSA-6783783;R-HSA-6785807;R-HSA-73614;R-HSA-9018677;R-HSA-9018679;R-HSA-9025094;R-HSA-9027604,Cyclooxygenase inhibitor,EFO_0005755,rheumatic disease,3,2,10,1
CHEMBL957,BOSENTAN,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,True,False,False,1910,,,4.0,,EDNRA,,,,EFO_0000537,hypertension,1,1,0,0
CHEMBL960,LEFLUNOMIDE,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,False,False,True,,,721,,,,,,Dihydroorotate dehydrogenase inhibitor,,,1,0,0,1
CHEMBL96172,EPOTHILONE D,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1,True,True,False,858;1589;2026;2264;2369;2433;2739;2804;2868,1571;1635;1699;1763;1827;1891;1955;2120;2184;2248;2312;2376;2440;2504;2568;2632;2696;2760;2824;2888;2952;3016;3086;3150;3214;3278;3342;3406;3470;3534;3598;3689;3753;3817;3881;3945;4009;4076,,2.0,Completed;Terminated,TUBB;TUBB1;TUBB2A;TUBB2B;TUBB3;TUBB4A;TUBB4B;TUBB6;TUBB8,AURKA Activation by TPX2;Activation of AMPK downstream of NMDARs;Aggrephagy;Anchoring of the basal body to the plasma membrane;Assembly and cell surface presentation of NMDA receptors;COPI-dependent Golgi-to-ER retrograde traffic;COPI-independent Golgi-to-ER retrograde traffic;COPI-mediated anterograde transport;Carboxyterminal post-translational modifications of tubulin;Cilium Assembly;EML4 and NUDC in mitotic spindle formation;Formation of tubulin folding intermediates by CCT/TriC;Gap junction assembly;HCMV Early Events;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Hedgehog 'off' state;Intraflagellar transport;Kinesins;Loss of Nlp from mitotic centrosomes;Loss of proteins required for interphase microtubule organization from the centrosome;MHC class II antigen presentation;Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane;Mitotic Prometaphase;Neutrophil degranulation;PKR-mediated signaling;Post-chaperonin tubulin folding pathway;Prefoldin mediated transfer of substrate to CCT/TriC;RHO GTPases Activate Formins;RHO GTPases activate IQGAPs;Recruitment of NuMA to mitotic centrosomes;Recruitment of mitotic centrosome proteins and complexes;Recycling pathway of L1;Regulation of PLK1 Activity at G2/M Transition;Resolution of Sister Chromatid Cohesion;Sealing of the nuclear envelope (NE) by ESCRT-III;Separation of Sister Chromatids;The role of GTSE1 in G2/M progression after G2 checkpoint;Translocation of SLC2A4 (GLUT4) to the plasma membrane,R-HSA-1445148;R-HSA-190840;R-HSA-190861;R-HSA-2132295;R-HSA-2467813;R-HSA-2500257;R-HSA-2565942;R-HSA-3371497;R-HSA-380259;R-HSA-380270;R-HSA-380284;R-HSA-380320;R-HSA-389957;R-HSA-389960;R-HSA-389977;R-HSA-437239;R-HSA-5610787;R-HSA-5617833;R-HSA-5620912;R-HSA-5620924;R-HSA-5626467;R-HSA-5663220;R-HSA-6798695;R-HSA-6807878;R-HSA-6811434;R-HSA-6811436;R-HSA-68877;R-HSA-8852276;R-HSA-8854518;R-HSA-8955332;R-HSA-9609690;R-HSA-9609736;R-HSA-9619483;R-HSA-9646399;R-HSA-9648025;R-HSA-9668328;R-HSA-983189;R-HSA-9833482,,MONDO_0005575;MONDO_0008315;MONDO_0008903,colorectal cancer;lung cancer;prostate cancer,2,9,38,0
CHEMBL963,OXYMORPHONE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,True,True,False,306,276;1310;7223,,4.0,,OPRM1,G alpha (i) signalling events;Interleukin-4 and Interleukin-13 signaling;Peptide ligand-binding receptors,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,EFO_0003843,pain,2,1,3,0
CHEMBL967,TEMAZEPAM,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,True,False,True,491;1421;1651;1689;2058;2097;2458,,266,4.0,Completed,GABRA1;GABRA2;GABRA3;GABRA5;GABRG1;GABRG2;GABRG3,,,GABA-A receptor; anion channel positive allosteric modulator,EFO_0004698,insomnia,2,7,0,2
CHEMBL968,FLURAZEPAM,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,True,False,False,514;1440;1666;1713;2073;2119;2477,,,3.0,Terminated,GABRA1;GABRA2;GABRA3;GABRA5;GABRG1;GABRG2;GABRG3,,,,EFO_0005230,anxiety,1,7,0,0
CHEMBL969,PRAZEPAM,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,True,False,True,497;1418;1653;1688;2051;2104;2464,,267,4.0,,GABRA1;GABRA2;GABRA3;GABRA5;GABRG1;GABRG2;GABRG3,,,GABA-A receptor; anion channel positive allosteric modulator,EFO_0005230,anxiety,2,7,0,2
CHEMBL970,HALAZEPAM,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,True,False,True,498;1419;1643;1698;2052;2096;2465,,283,4.0,,GABRA1;GABRA2;GABRA3;GABRA5;GABRG1;GABRG2;GABRG3,,,GABA-A receptor; anion channel positive allosteric modulator,EFO_0005230,anxiety,2,7,0,2
CHEMBL971,PENTOBARBITAL SODIUM,CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+],False,False,True,,,268,,,,,,GABA-A receptor; anion channel positive allosteric modulator,,,1,0,0,2
CHEMBL973,TERIFLUNOMIDE,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,False,False,True,,,722,,,,,,Dihydroorotate dehydrogenase inhibitor,,,1,0,0,1
CHEMBL977,HYDROCORTISONE HEMISUCCINATE ANHYDROUS,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,True,True,False,53,745;2054;5969;7873;8010;8076;8147;8213;8279,,3.0,Completed,NR3C1,"Circadian Clock;FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;PTK6 Expression;Potential therapeutics for SARS;Regulation of NPAS4 gene transcription;Regulation of RUNX2 expression and activity;SUMOylation of intracellular receptors",R-HSA-3371497;R-HSA-383280;R-HSA-4090294;R-HSA-8849473;R-HSA-8939902;R-HSA-9615017;R-HSA-9679191;R-HSA-9768777,,EFO_0006834,septic shock,2,1,9,0
CHEMBL979,MEPROBAMATE,CCCC(C)(COC(N)=O)COC(N)=O,True,False,False,493;1514;1691;1740;1774;1930;2059;2105;2577,,,4.0,,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3,,,,EFO_0005230;EFO_0006788,anxiety;anxiety disorder,1,9,0,0
CHEMBL982,NALMEFENE,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,True,True,False,323,293;1327;7240,,4.0,Terminated,OPRM1,G alpha (i) signalling events;Interleukin-4 and Interleukin-13 signaling;Peptide ligand-binding receptors,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,MONDO_0007079,alcohol dependence,2,1,3,0
CHEMBL989,FLUOCINOLONE ACETONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,True,True,True,13,705;2014;5929;7833;7970;8036;8107;8173;8239,219,4.0,,NR3C1,"Circadian Clock;FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;PTK6 Expression;Potential therapeutics for SARS;Regulation of NPAS4 gene transcription;Regulation of RUNX2 expression and activity;SUMOylation of intracellular receptors",R-HSA-3371497;R-HSA-383280;R-HSA-4090294;R-HSA-8849473;R-HSA-8939902;R-HSA-9615017;R-HSA-9679191;R-HSA-9768777,Glucocorticoid receptor agonist,EFO_0000274,atopic eczema,3,1,9,1
